07290D3599E7A0D62097A346EFCC1FB5,E7750A37CAB07D0DFF0AF7E3573AC141,2013-01-01 00:00:00,2013-01-01 00:02:00,120,0.44,-73.956528,40.716976,-73.962440,40.715008,CSH,3.50,0.50,0.50,0.00,0.00,4.50
22D70BF00EEB0ADC83BA8177BB861991,3FF2709163DE7036FCAA4E5A3324E4BF,2013-01-01 00:02:00,2013-01-01 00:02:00,0,0.00,0.000000,0.000000,0.000000,0.000000,CSH,27.00,0.00,0.50,0.00,0.00,27.50
0EC22AAF491A8BD91F279350C2B010FD,778C92B26AE78A9EBDF96B49C67E4007,2013-01-01 00:01:00,2013-01-01 00:03:00,120,0.71,-73.973145,40.752827,-73.965897,40.760445,CSH,4.00,0.50,0.50,0.00,0.00,5.00
1390FB380189DF6BBFDA4DC847CAD14F,BE317B986700F63C43438482792C8654,2013-01-01 00:01:00,2013-01-01 00:03:00,120,0.48,-74.004173,40.720947,-74.003838,40.726189,CSH,4.00,0.50,0.50,0.00,0.00,5.00
3B4129883A1D05BE89F2C929DE136281,7077F9FD5AD649AEACA4746B2537E3FA,2013-01-01 00:01:00,2013-01-01 00:03:00,120,0.61,-73.987373,40.724861,-73.983772,40.730995,CRD,4.00,0.50,0.50,0.00,0.00,5.00
5FAA7F69213D26A42FA435CA9511A4FF,00B7691D86D96AEBD21DD9E138F90840,2013-01-01 00:02:00,2013-01-01 00:03:00,60,0.00,0.000000,0.000000,0.000000,0.000000,CRD,2.50,0.50,0.50,0.25,0.00,3.75
DFBFA82ECA8F7059B89C3E8B93DAA377,CF8604E72D83840FBA1978C2D2FC9CDB,2013-01-01 00:02:00,2013-01-01 00:03:00,60,0.39,-73.981544,40.781475,-73.979439,40.784386,CRD,3.00,0.50,0.50,0.70,0.00,4.70
1E5F4C1CAE7AB3D06ABBDDD4D9DE7FA6,E0B2F618053518F24790C7FD0264E302,2013-01-01 00:03:00,2013-01-01 00:04:00,60,0.00,-73.993973,40.751266,0.000000,0.000000,CSH,2.50,0.50,0.50,0.00,0.00,3.50
468244D1361B8A3EB8D206CC394BC9E9,BB899DFEA9CC964B50C540A1D685CCFB,2013-01-01 00:00:00,2013-01-01 00:04:00,240,1.71,-73.955383,40.779728,-73.967758,40.760326,CSH,6.50,0.50,0.50,0.00,0.00,7.50
5F78CC6D4ECD0541B765FECE17075B6F,B7567F5BFD558C665D23B18451FE1FD1,2013-01-01 00:00:00,2013-01-01 00:04:00,240,1.21,-73.973000,40.793140,-73.981453,40.778465,CRD,6.00,0.50,0.50,1.30,0.00,8.30
6BA29E9A69B10F218C1509BEDD7410C2,ED368552102F12EA252C63782F12CD4C,2013-01-01 00:01:00,2013-01-01 00:04:00,180,0.74,-73.971138,40.758980,-73.972206,40.752502,CRD,4.50,0.50,0.50,0.00,0.00,5.50
75C90377AB710B04772D21ACBE3C52FB,00B7691D86D96AEBD21DD9E138F90840,2013-01-01 00:03:00,2013-01-01 00:04:00,60,0.00,0.000000,0.000000,0.000000,0.000000,CRD,3.00,0.50,0.50,0.07,0.00,4.07
C306CAC565429C12852164EB38175736,E255D5DFB9A967B9D55472A4D7ABA428,2013-01-01 00:01:00,2013-01-01 00:04:00,180,0.84,-73.942841,40.797031,-73.934540,40.797314,CSH,4.50,0.50,0.50,0.00,0.00,5.50
C4D6E189EF44EB83E2D058D67F490E3A,95B5B3CDA9EDC88AA395239589B57196,2013-01-01 00:03:00,2013-01-01 00:04:00,60,0.00,-73.989189,40.721924,0.000000,0.000000,CSH,2.50,0.50,0.50,0.00,0.00,3.50
DD467ED2E7DDB5C8B9B918469604E54F,1D7876BD692018A5BE422C420A5148EA,2013-01-01 00:01:00,2013-01-01 00:04:00,180,0.95,-73.976753,40.750706,-73.990089,40.750729,CSH,5.00,0.50,0.50,0.00,0.00,6.00
F8A0B52B22BB58B3C45E66CEE135C29D,00B7691D86D96AEBD21DD9E138F90840,2013-01-01 00:03:00,2013-01-01 00:04:00,60,0.00,-73.937637,40.758369,-73.937607,40.758350,CRD,2.50,0.50,0.50,0.25,0.00,3.75
120E700FE35B2DDBEA4D64CCCF02C808,3EDDD1433E2276DF9F9BDC3997C4BD47,2013-01-01 00:03:00,2013-01-01 00:05:00,120,0.52,-73.981972,40.752525,-73.985313,40.747738,CSH,4.00,0.50,0.50,0.00,0.00,5.00
256C6A3CA47F81497C1F5038438B54B2,8FA961982C3FEF4386FB05B4667A2580,2013-01-01 00:00:00,2013-01-01 00:05:00,300,0.13,-73.969841,40.797359,-73.961899,40.812466,CSH,6.50,0.50,0.50,0.00,0.00,7.50
655E773C92FA446353D5C8B7416BE818,B6EAE07E2AD023B387EE5F09BB2D89E3,2013-01-01 00:02:00,2013-01-01 00:05:00,180,1.55,-74.003197,40.733032,-74.012985,40.717377,CRD,6.00,0.50,0.50,1.62,0.00,8.62
76942C3205E17D7E7FE5A9F709D16434,25BA06A87905667AA1FE5990E33F0E2E,2013-01-01 00:00:00,2013-01-01 00:05:00,300,0.61,-73.955925,40.781887,-73.963181,40.777832,CSH,5.00,0.50,0.50,0.00,0.00,6.00
